,v1,v2
3499,1,dorothy@kiefer.com (bank granite issues strong-buy) explosive pick members *****up 300% *********** nasdaq symbol cdgt $5.00 per..
3500,0,says &lt;#&gt; year old man money. i'm last &lt;#&gt; . still waiting check.
3501,0,come ur hom
3502,0,free day finish 6 mon n thurs...
3503,0,food
3504,0,"life alle mone,eppolum oru pole allalo"
3505,0,nite...
3506,0,two fundamentals cool life: \walk
3507,0,"camera quite good, 10.1mega pixels, 3optical 5digital dooms. lovely holiday, safe hope hav good journey! happy new year both! see couple weeks!"
3508,0,hi petey!noiåõm ok wanted 2 chat coz avent spoken 2 u 4 long time-hope ur doin alrite.have good nit js love ya am.x
3509,0,saw ron burgundy captaining party boat yeah
3510,0,i'm serious. money bas
3511,0,already one guy loving you:-.
3512,0,staff placement training amrita college.
3513,0,always chat you. fact need money raise me?
3514,0,i'm job profile seems like bpo..
3515,0,"well, give cos said didnû÷t one nighters. persevered found one cheap apologise advance. somewhere sleep isnt it?"
3516,0,"think actually talk him? call boss morning? went place last year told could go get car fixed cheaper. kept telling today much hoped would come back in, always regretted getting number, etc."
3517,0,willing go apps class.
3518,0,hanging brother famili
3519,0,reach 9 only. telling there. dont know
3520,0,hey... going quit soon? xuhui working till end month
3521,0,"im sorry bout last nite wasnåõt ur fault me, spouse pmt sumthin! u 4give me? think u shldxxxx"
3522,0,try neva mate!!
3523,0,yeah that'd pretty much best case scenario
3524,0,free today haf 2 pick parents tonite...
3525,0,\hey babe! far 2 spun-out 2 spk da mo... dead 2 da wrld. sleeping da sofa day
3526,0,send naughty pix? :)
3527,1,"å£1000 winner guaranteed caller prize, final attempt contact you! claim call 09071517866 now! 150ppmpobox10183bhamb64x"
3528,1,"xmas & new years eve tickets sale club, day 10am till 8pm, thurs, fri & sat night week. they're selling fast!"
3529,0,"tyler (getting 8th) leave long 9, get like hour?"
3530,0,prepare pounded every night...
3531,0,"actually, mobile full msg. work online, need send &lt;#&gt; sent msg wil explain u later."
3532,0,"sorry, i'll call lat"
3533,0,good evening! you?
3534,0,i'm home. please cal
3535,0,oic cos n sis got lunch today dad went out... dunno whether 2 eat sch wat...
3536,0,"mmmmm ... sooooo good wake words morning, love!! mmmm fuck ... love too, lion ... *devouring kiss across sea*"
3537,0,pleased inform application airtel broadband processed successfully. installation happen within 3 days.
3538,0,happen dear. silent. tens
3539,0,"i'll get 3, unless guys want come time soon"
3540,0,coughing noth
3541,0,ìï come lt 25 n pass lar
3542,0,i'm e person who's e sms survey...
3543,0,lol ok ill try send. warned sprint dead slow. prolly get tomorrow
3544,0,thank meet monday
3545,0,th gower mate am!?! r u man? good wales ill b back åômorrow. c u wk? msg 4? åð random!
3546,1,"rock yr chik. get 100's filthy films &xxx pics yr phone now. rply filth 69669. saristar ltd, e14 9yt 08701752560. 450p per 5 days. stop2 cancel"
3547,0,"single line big meaning::::: \miss anything 4 ur \""best life\"""
3548,0,"got like $ &lt;#&gt; , get later though. get whatever feel lik"
3549,0,"dad wanted talk apartment got late start, omw"
3550,0,love :-)
3551,0,lol u still feeling sick?
3552,0,din tell u jus 420
3553,0,eyes philosophi
3554,1,next month get upto 50% calls 4 ur standard network charge 2 activate call 9061100010 c wire3.net 1st4terms pobox84 m26 3uz cost å£1.50 min mobcudb
3555,0,ok lor. i'm town lei.
3556,0,already..sabarish asked go..
3557,0,da. . vijay going talk jaya tv
3558,1,urgent! trying contact u todays draw shows å£800 prize guaranteed. call 09050000460 land line. claim j89. po box245c2150pm
3559,0,lol know! hey someone great inpersonation flea forums. love it!
3560,1,text banneduk 89555 see! cost 150p textoperator g696ga 18+ xxx
3561,0,still chance there. search hard get it..let try :)
3562,1,"auction round 4. highest bid å£54. next maximum bid å£71. bid, send bids e. g. 10 (to bid å£10) 83383. good luck."
3563,0,always celebrate ny's family ?
3564,0,"know taj mahal symbol love. lesser known facts 1. mumtaz shahjahan's 4th wife, 7 wifes. 2. shahjahan killed mumtaz's husband marry her. 3. mumtaz died &lt;#&gt; th delivery. 4. married mumtaz's sister. question arises hell love?:-| -the great hari-"
3565,0,ok..come home vl nice meet v chat..
3566,1,collect valentine's weekend paris inc flight & hotel + å£200 prize guaranteed! text: paris no: 69101. www.rtf.sphosting.com
3567,0,sent de webadres geting salary slip
3568,0,fine. sends greet
3569,1,customer loyalty offer:the new nokia6650 mobile å£10 txtauction! txt word: start no: 81151 & get now! 4t&ctxt tc 150p/mtmsg
3570,0,dint touch me.
3571,0,"yup, leaving right now, back soon"
3572,1,believe true. incredible txts! reply g learn truly amazing things blow mind. o2fwd 18p/txt
3573,0,yeah sure i'll leave min
3574,0,one teach ship cars.
3575,0,"sign maturity start saying big things.. actually is, start understanding small things... *have nice evening* bslvyl"
3576,0,yeah confirmed staying weekend
3577,0,said ì_ dun haf passport smth like dat.. ì_ juz send email account..
3578,0,"multiply numbers independently count decimal points then, division, push decimal places like showed you."
3579,0,"lovely night wake see message, hope smile knowing be. great morn"
3580,0,ard 4 lor...
3581,0,right. meanwhile how's project twins comin
3582,0,sent maga money yesterday oh.
3583,1,hi 07734396839 ibh customer loyalty offer: new nokia6600 mobile å£10 txtauction!txt word:start no:81151 & get now!4t&
3584,0,heart empty without love.. mind empty without wisdom.. eyes r empty without dreams &amp; life empty without frnds.. alwys touch. good night &amp; sweet dream
3585,1,hot n horny willing live local - text reply hear strt back 150p per msg netcollex ltdhelpdesk: 02085076972 reply stop end
3586,0,ride equally uneventful - many pesky cyclists around time night ;).
3587,0,were/are free give. otherwise nalla adi entey nattil kittum
3588,0,i've sent wife text. buy she'll tell do. relax. go get wkend.
3589,0,escape theatre now. . going watch kavalan minut
3590,0,much would cost hire hitman
3591,0,anything lor...
3592,0,"sorry, i'll call lat"
3593,1,want new nokia 3510i colour phone delivered tomorrow? 200 free minutes mobile + 100 free text + free camcorder reply call 08000930705
3594,0,huh cant go 2 ur house empty handed right?
3595,0,good morning princess! happy new year!
3596,1,congratulations won. winner august å£1000 prize draw. call 09066660100 now. prize code 2309.
3597,0,"aight, we'll head"
3598,0,wat r u now? busy wif work?
3599,0,know mood today
3600,0,"jay told already,"
3601,0,cps causing outages conserve energy.
3602,0,"i'm sure, checking happening around area"
3603,0,hey morning come ask:-) pa...
3604,0,jordan got voted last nite!
3605,0,"means got epi, she.s fine. she.s now."
3606,0,idea
3607,0,pls come quick cant bare this.
3608,0,joy's father john. john ____ joy's father. u ans ths hav &lt;#&gt; iq. tis ias question try answer.
3609,0,"call me. unable cal. lets meet bhaskar, deep"
3610,0,no. i.ll meet librari
3611,0,"k, roommate also wants dubsack another friend may also want plan bringing extra, i'll tell know sur"
3612,0,depends individual lor e hair dresser say pretty parents say look gong. u kaypoh.. also dunno wat collecting.
3613,0,ok c ì_ then.
3614,0,enjoy watching playing football basketball. anything outdoors. you?
3615,0,"please ask macho price range is, want something new used plus interfued blackberry bold &lt;#&gt; bb"
3616,0,sorry sent blank msg again. yup trying 2 serious studying now.
3617,0,hey check da. listed da.
3618,1,8007 25p 4 alfie moon's children need song ur mob. tell ur m8s. txt tone charity 8007 nokias poly charity polys :zed 08701417012 profit 2 char
3619,0,meant apology texting get drugs &lt;#&gt; night
3620,0,means february april i'll getting place stay hustle back forth audition season since sister moved away harlem.
3621,0,goin workout lor... muz lose e fats...
3622,0,"damn, poor zac stand ch"
3623,0,message..no responce..what happend?
3624,0,want tel u one thing u mistake k message sent:)
3625,0,yeah right! i'll bring tape measure fri!
3626,0,still chance there. search hard get it..let try :)
3627,0,meeting u work. . . tel shall work tomorrow
3628,0,head straight
3629,1,get official england poly ringtone colour flag yer mobile tonights game! text tone flag 84199. optout txt eng stop box39822 w111wx å£1.50
3630,0,thank princess! sexy...
3631,0,oooh got plenty those!
3632,0,hui xin da lib.
3633,0,big difference. &lt;#&gt; versus &lt;#&gt; every &lt;#&gt; hr
3634,0,"make cry. stuff happens top everything else, pushes edge. underdtand often cry sorry, sorry life."
3635,0,"\me 2 babe feel lets 4get it+both try +cheer up+not fit soo muchxxlove u locaxx\"""""
3636,0,know hook means right?
3637,1,"customer service announcement. recently tried make delivery unable so, please call 07090298926 re-schedule. ref:9307622"
3638,0,wat's da model num ur phone?
3639,0,he's really skateboarding despite fact gets thrown winds bandages shit arms every five minut
3640,1,"stop club tones replying \stop mix\"" see my-tone.com/enjoy. html terms. club tones cost gbp4.50/week. mfl"
3641,0,house e sky quite dark liao... raining got excuse 2 run already rite... hee...
3642,0,"sorry, left phone upstairs. ok, might hectic would birds one fell swoop. date."
3643,0,* thought see you.
3644,1,wamma get laid?want real doggin locations sent direct mobile? join uks largest dogging network. txt dogs 69696 now!nyt. ec2a. 3lp å£1.50/msg.
3645,0,carlos says pick later yeah we're set
3646,0,"hey babe, friend cancel, still visit ?"
3647,0,per request 'maangalyam (alaipayuthe)' set callertune callers. press *9 copy friends callertun
3648,0,hmm ill think it... ok forgiven! =d
3649,0,"hoping get away 7, langport. still town tonight?"
3650,0,want send virtual hug?... need on
3651,0,"probably not, still going stuff"
3652,0,issues right now. ill fix tomorrow.
3653,0,come peopl
3654,0,senthil group company apnt 5pm.
3655,0,oh really?? make air? what's talent?
3656,0,studying. i.ll free next weekend.
3657,0,r u yet? i'm wearing blue shirt n black pants.
3658,0,wait.i come out.. &lt;#&gt; min:)
3659,0,reach ur home &lt;#&gt; minut
3660,0,well great weekend!
3661,0,"langport? sorry, i'll probably bed 9pm. sucks ill xmas! go2sri lanka?"
3662,0,"frnd juz word.....not merely relationship.....its silent promise says ... \ \"" wherevr.. whenevr.. forevr... gudnyt dear.."""
3663,0,huh? 6 also cannot? many mistakes?
3664,0,ha... u jus ate honey ar? sweet...
3665,0,i'm turning phone. moms telling everyone cancer. sister stop calling. hurts talk. can't put it. see u u get home. love u
3666,0,"honey ? sweetheart ? darling ? sexy buns ? sugar plum ? loverboy ? miss you, boytoy ... *smacks ass* go gym ?"
3667,0,thanks loving so. rock
3668,0,yeah imma come cause jay wants drug
3669,0,ok thanx... take care then...
3670,0,yup. thk u oso boring wat.
3671,0,"came look flat, seems ok, 50s? * away alot wiv work. got woman coming 6.30 too."
3672,0,moji informed saved lives. thanks.
3673,1,nokia 7250i. get win free auction. take part send nokia 86021 now. hg/suite342/2lands row/w1jhl 16+
3674,0,whos class:-)
3675,0,hey r ì_ still online? i've finished formatting...
3676,0,great! attracts brothas?
3677,1,promotion number: 8714714 - ur awarded city break could win å£200 summer shopping spree every wk. txt store 88039 . skilgme. tscs087147403231winawk!age16 å£1.50perwksub
3678,0,stupid.its poss
3679,0,cant pick phone right now. pls send messag
3680,0,lol happens vegas stays vega
3681,0,"hello, hello, hi lou sorry took long 2 reply- left mobile friends lancaster, got bak neway im sorry couldnåõt make ur båõday 2 hun!"
3682,0,use soc... use home... ìï dunno 2 type word ar...
3683,0,dad says hurry hel
3684,0,wake &lt;#&gt; morning:)
3685,0,"get class bsn like &lt;#&gt; minutes, know advising is?"
3686,0,great! shoot big loads get ready!
3687,0,i'll meet lobbi
3688,0,still coming tonight?
3689,0,happen dear tel
3690,0,"sir, waiting call, free please call me."
3691,0,movies laptop
3692,0,texted. finished long time ago showered er'ything!
3693,0,ok im sure time finish tomorrow wanna spend evening cos would vewy vewy lubly! love xxx
3694,0,"hello, per request &lt;#&gt; rs.5 transf"
3695,0,tirupur. call da.
3696,1,winner specially selected receive å£1000 cash å£2000 award. speak live operator claim call 087147123779am-7pm. cost 10p
3697,0,s:)but luck.2 catches put down:)
3698,0,noe... ì_ specify da domain nusstu... ìï still sch...
3699,0,oh...i asked fun. haha...take care. ì_
3700,0,shall get pouch?
3701,0,hey loverboy! love !! tell ... look picture ache feel legs ... fuck want ... need ... crave .
3702,0,"boy? sweet words left morning ... *sighs* ... goes day, love ? start studying?"
3703,0,kent vale lor... ìï wait 4 ar?
3704,0,ok. good. making money.
3705,0,reading gud habit.. nan bari hudgi yorge pataistha ertini kano:-)
3706,0,aight still want get money
3707,1,free top ringtone -sub weekly ringtone-get 1st week free-send subpoly 81618-?3 per week-stop sms-08718727870
3708,0,ok.ok ok..then..whats ur todays plan
3709,0,town? v. import
3710,0,"sorry pa, dont knw ru pa?"
3711,0,wat u there?
3712,0,meeting ì_ rite i'll go home lor. ì_ dun feel like comin ok.
3713,0,"oh, get paid. outstanding one commercial hasbro...in august! made us jump many hoops get paid. still not."
3714,0,"late,so call tomorrow morning.take care sweet dreams....u me...ummifying...bye."
3715,0,networking technical support associate.
3716,0,i'm gonna rip uterus.
3717,0,cool. like swimming? pool jacuzzi house.
3718,1,"thanks ringtone order, reference number x49. mobile charged 4.50. tone arrive please call customer services 09065989182. from: [colour=red]text[/colour]txtstar"
3719,0,"yeah not, gang readi"
3720,0,blank blank. wat blank? lol
